,project,prefixes,prefixes_names,main_releases,rapid_releases,trad_releases,patches,releases,time
277,yarnpkg/berry,41,@yarnpkg/eslint-config/ @yarnpkg/plugin-pack/ @yarnpkg/parsers/ @yarnpkg/plugin-patch/ @yarnpkg/cli/ @yarnpkg/plugin-interactive-tools/ @yarnpkg/plugin-stage/ @yarnpkg/doctor/ @yarnpkg/plugin-nm/ @yarnpkg/libzip/ @yarnpkg/plugin-pnp/ @yarnpkg/plugin-node-modules/ @yarnpkg/pnp/ @yarnpkg/shell/ @yarnpkg/plugin-essentials/ @yarnpkg/builder/ @yarnpkg/plugin-http/ @yarnpkg/pnpify/ @yarnpkg/esbuild-plugin-pnp/ @yarnpkg/plugin-npm-cli/ @yarnpkg/plugin-npm/ @yarnpkg/plugin-version/ @yarnpkg/plugin-compat/ @yarnpkg/sdks/ @yarnpkg/plugin-git/ @yarnpkg/json-proxy/ @yarnpkg/plugin-link/ @yarnpkg/libui/ @yarnpkg/fslib/ @yarnpkg/plugin-dlx/ @yarnpkg/plugin-exec/ @yarnpkg/plugin-constraints/ @yarnpkg/plugin-github/ @yarnpkg/plugin-pnpm/ vscode-zipfs/ @yarnpkg/plugin-init/ @yarnpkg/plugin-typescript/ @yarnpkg/plugin-file/ @yarnpkg/nm/ @yarnpkg/plugin-workspace-tools/ @yarnpkg/core/,18,1,1,316,334,0 days 00:00:00.422396
278,RicoSuter/NSwag,2,NSwag-Build- v,388,120,2,12,400,0 days 00:00:00.614632
279,lancedikson/bowser,2, v,26,8,8,33,59,0 days 00:00:00.067182
280,ai/size-limit,1,,45,9,2,101,146,0 days 00:00:00.190880
281,rmax/scrapy-redis,2, v,6,0,1,12,18,0 days 00:00:00.020969
282,openpgpjs/openpgpjs,1,v,40,10,9,109,149,0 days 00:00:00.159960
283,airbnb/knowledge-repo,1,v,4,0,2,27,31,0 days 00:00:00.063901
284,maximegris/angular-electron,2, angular,47,6,4,52,99,0 days 00:00:00.055239
285,tporadowski/redis,7, msopentech_ win_ win win- v Win,6,0,5,99,105,0 days 00:00:00.582274
286,vuejs/v2.vuejs.org,1,v,8,2,3,9,17,0 days 00:00:00.032674
287,timolins/react-hot-toast,1,v,7,2,2,5,12,0 days 00:00:00.022564
288,reactchartjs/react-chartjs-2,3, v. v,24,2,2,51,75,0 days 00:00:00.046321
289,laravel/socialite,1,v,18,0,5,62,80,0 days 00:00:00.061468
290,duckdb/duckdb,1,v,3,0,2,22,25,0 days 00:00:00.785683
291,lesspass/lesspass,6, site-v pure-v mobile-v web-extension-v cli-v,11,1,1,43,54,0 days 00:00:00.130275
292,PrismLibrary/Prism,6,Prism.Formsv WPFv v Prism.Windows Prism.v Prismv,7,0,6,4,11,0 days 00:00:00.154468
293,msiemens/tinydb,2, v,34,5,11,26,60,0 days 00:00:00.045752
294,luraproject/lura,2, v,15,1,11,12,27,0 days 00:00:00.053388
295,jarun/buku,2, v,36,15,6,3,39,0 days 00:00:00.112157
296,healthchecks/healthchecks,2, v,28,10,1,8,36,0 days 00:00:00.130661
297,reek/anti-adblock-killer,1,v,31,12,1,0,31,0 days 00:00:00.157666
298,expressjs/body-parser,1,,21,2,8,47,68,0 days 00:00:00.043405
299,nhn/tui.chart,2, v,38,17,5,60,98,0 days 00:00:00.547595
300,quartznet/quartznet,1,v,12,0,10,27,39,0 days 00:00:00.187766
301,jvm-profiling-tools/async-profiler,1,v,14,2,9,9,23,0 days 00:00:00.038393
302,btraceio/btrace,3,release-  v,5,0,2,34,39,0 days 00:00:00.078421
303,minbrowser/min,2, v,26,4,8,31,57,0 days 00:00:00.265593
304,TommyLemon/Android-ZBLibrary,1,,21,1,4,4,25,0 days 00:00:00.033096
305,mautic/mautic,1,,30,6,13,59,89,0 days 00:00:01.310591
306,go-pg/pg,4,extra/pgsegment/v extra/pgotel/v extra/pgdebug/v v,59,6,3,305,364,0 days 00:00:00.407815
307,journeyapps/zxing-android-embedded,1,v,15,2,10,7,22,0 days 00:00:00.068561
308,pypa/pipx,1,,15,1,3,36,51,0 days 00:00:00.042031
309,laravel-mix/laravel-mix,1,v,27,16,2,105,132,0 days 00:00:00.124895
310,JoeDog/siege,1,v,2,0,0,9,11,0 days 00:00:00.040908
311,timber/timber,2, v,32,10,14,96,128,0 days 00:00:00.250616
312,microsoft/FASTER,2,FASTER_ v,5,0,1,53,58,0 days 00:00:00.073193
313,flask-admin/flask-admin,2, v,6,0,4,17,23,0 days 00:00:00.143995
314,spectreconsole/spectre.console,1,,44,8,1,3,47,0 days 00:00:00.042446
315,futurepress/epub.js,3, alpha- v,2,0,0,34,36,0 days 00:00:00.073412
316,duo-labs/cloudmapper,1,,5,0,2,21,26,0 days 00:00:00.057669
317,espnet/espnet,1,v.,11,1,6,32,43,0 days 00:00:00.877348
318,Mailtrain-org/mailtrain,1,v,25,9,2,10,35,0 days 00:00:00.073112
319,ankidroid/Anki-Android,5, api-v cardCustomize-alpha v pull,24,1,18,64,88,0 days 00:00:00.868078
320,wiremock/wiremock,2,release- ,55,17,15,28,83,0 days 00:00:00.132582
321,SigmaHQ/sigma,1,,19,6,6,10,29,0 days 00:00:00.532394
322,bitnami-labs/sealed-secrets,3,sealed-secrets- helm-v v,21,6,6,41,62,0 days 00:00:00.073165
323,ZipArchive/ZipArchive,2, v,17,1,8,80,97,0 days 00:00:00.059405
324,uber/prototool,1,v,18,9,2,2,20,0 days 00:00:00.029137
325,istanbuljs/nyc,1,v,58,15,2,56,114,0 days 00:00:00.175953
326,microsoft/MixedRealityToolkit-Unity,2, v,10,0,5,26,36,0 days 00:00:01.289549
327,lukeed/polka,1,v,5,1,2,9,14,0 days 00:00:00.019473
328,zhaojun1998/zfile,1,,32,8,3,11,43,0 days 00:00:00.030976
329,kedacore/keda,1,v,14,3,4,3,17,0 days 00:00:00.082468
330,json5/json5,1,v,10,1,6,8,18,0 days 00:00:00.028426
331,uNetworking/uWebSockets.js,1,v,59,32,3,6,65,0 days 00:00:00.062114
332,arrow-kt/arrow,7, arrow-site- arrow-libs-core- arrow-libs-ank- arrow-libs-fx- arrow-libs-optics- v,13,3,7,40,53,0 days 00:00:00.404558
333,material-shell/material-shell,2, v,11,5,2,0,11,0 days 00:00:00.052321
334,ponylang/ponyc,2, release-,51,31,9,56,107,0 days 00:00:00.374500
335,Angel-ML/angel,2,v Release-,14,2,6,4,18,0 days 00:00:00.139394
336,panjf2000/gnet,1,v,8,2,4,35,43,0 days 00:00:00.046248
337,cookieY/Yearning,2, v,0,0,0,3,3,0 days 00:00:00.014374
338,kubeedge/kubeedge,1,v,14,1,10,11,25,0 days 00:00:00.335593
339,google/benchmark,1,v,8,0,7,9,17,0 days 00:00:00.073155
340,PaddlePaddle/models,2,develop-align-v v,6,1,2,2,8,0 days 00:00:00.235773
341,rauchg/slackin,1,,14,2,2,26,40,0 days 00:00:00.157261
342,ServiceStack/ServiceStack,1,v,17,1,12,41,58,0 days 00:00:00.838415
343,canonical/microk8s,2,installer-v v,11,0,7,4,15,0 days 00:00:00.061275
344,reactjs/react-rails,2, v,24,7,7,31,55,0 days 00:00:00.085912
345,pedroslopez/whatsapp-web.js,1,v,18,5,2,39,57,0 days 00:00:00.040764
346,docker/machine,2, v,16,2,8,16,32,0 days 00:00:00.258141
347,universal-ctags/ctags,1,p,0,0,0,86,86,0 days 00:00:00.490373
348,telepresenceio/telepresence,4, chart-v rpc/v v,116,61,7,88,204,0 days 00:00:00.644850
349,meetecho/janus-gateway,1,v,11,1,7,53,64,0 days 00:00:00.265077
350,hajimehoshi/ebiten,1,v,17,2,13,66,83,0 days 00:00:00.436967
351,roadrunner-server/roadrunner,2, v,22,6,7,81,103,0 days 00:00:00.303030
352,fengyuanchen/viewerjs,1,v,21,4,5,28,49,0 days 00:00:00.034613
353,greenplum-db/gpdb,4, REL PG95- Release_,62,27,20,115,177,0 days 00:00:03.172003
354,LonamiWebs/Telethon,1,v,44,21,4,91,135,0 days 00:00:00.248973
355,boto/boto,2, v,50,25,9,29,79,0 days 00:00:00.342495
356,vitalets/x-editable,1,,6,4,1,9,15,0 days 00:00:00.033291
357,opencart/opencart,1,,11,3,4,24,35,0 days 00:00:00.686097
358,pyeve/eve,1,v,11,0,7,33,44,0 days 00:00:00.166272
359,vmware/clarity,6, clr release-v v v. web,27,4,11,316,343,0 days 00:00:00.370019
360,go-admin-team/go-admin,1,v,6,1,3,27,33,0 days 00:00:00.181298
361,Workiva/go-datastructures,1,v,1,0,0,53,54,0 days 00:00:00.045789
362,mobxjs/mobx-state-tree,2, v,38,21,6,64,102,0 days 00:00:00.255059
363,google/closure-compiler,5,webpack-v closure-compiler-maven-v v closure-compiler-parent-v maven-release-v,141,104,2,24,165,0 days 00:00:01.149025
364,sghall/react-move,1,v,28,8,4,21,49,0 days 00:00:00.038370
365,ocrmypdf/OCRmyPDF,1,v,63,26,7,115,178,0 days 00:00:00.216836
366,yugabyte/yugabyte-db,2, v,18,0,11,73,91,0 days 00:00:00.996317
367,glidejs/glide,1,v,8,1,3,25,33,0 days 00:00:00.049804
368,gocd/gocd,1,,69,47,4,2,71,0 days 00:00:00.761856
369,invoiceninja/invoiceninja,1,v,41,20,5,387,428,0 days 00:00:01.429380
370,360Controller/360Controller,1,v,1,0,0,11,12,0 days 00:00:00.078672
371,li-xiaojun/XPopup,3, dialog- v,19,3,0,159,178,0 days 00:00:00.114434
372,0x7c13/Notepads,1,v,14,3,2,42,56,0 days 00:00:00.058521
373,hotoo/pinyin,1,,13,1,6,28,41,0 days 00:00:00.042351
374,VictoriaMetrics/VictoriaMetrics,2,pmm-6401-v v,75,53,0,189,264,0 days 00:00:00.364333
375,electerm/electerm,2, v,35,2,1,292,327,0 days 00:00:00.207473
376,php-pm/php-pm,1,,6,0,1,15,21,0 days 00:00:00.050115
377,electronicarts/EASTL,1,,14,0,1,31,45,0 days 00:00:00.062152
378,mltframework/shotcut,1,v,49,41,0,85,134,0 days 00:00:00.355487
379,optuna/optuna,1,v,36,27,2,4,40,0 days 00:00:00.721413
380,AGWA/git-crypt,1,,7,0,4,2,9,0 days 00:00:00.028881
381,HospitalRun/hospitalrun-frontend,2, v,3,0,2,25,28,0 days 00:00:00.209371
382,wilsonpage/fastdom,2, v,8,1,2,23,31,0 days 00:00:00.025789
383,alibaba/lowcode-engine,2,@alilc/lowcode-code-generator@ v,1,0,0,12,13,0 days 00:00:00.022563
384,baconjs/bacon.js,1,,9,2,2,200,209,0 days 00:00:00.263707
385,mRemoteNG/mRemoteNG,2, v,17,4,7,23,40,0 days 00:00:00.281203
386,doctrine/annotations,2, v,14,0,9,20,34,0 days 00:00:00.455320
387,mbdavid/LiteDB,2,v. v,8,1,3,27,35,0 days 00:00:00.134884
388,sebastianbergmann/exporter,1,,7,0,1,12,19,0 days 00:00:00.024874
389,zo0r/react-native-push-notification,2, v,16,5,2,19,35,0 days 00:00:00.051043
390,zendesk/android-floating-action-button,1,,11,3,0,4,15,0 days 00:00:00.016900
391,kelektiv/node.bcrypt.js,2, v,11,0,8,39,50,0 days 00:00:00.061796
392,flask-restful/flask-restful,2, v,3,0,2,28,31,0 days 00:00:00.062696
393,darktable-org/darktable,4,release-  release post,32,0,18,59,91,0 days 00:00:02.318187
394,houtianze/bypy,1,,5,0,1,69,74,0 days 00:00:00.055996
395,FreeRDP/FreeRDP,1,,9,2,4,8,17,0 days 00:00:00.720721
396,opensearch-project/OpenSearch,1,,5,0,2,6,11,0 days 00:00:03.388153
397,microsoft/playwright-python,1,v,24,9,0,28,52,0 days 00:00:00.107468
398,TechEmpower/FrameworkBenchmarks,3,R round- v,16,1,13,1,17,0 days 00:00:00.734986
399,rs/zerolog,1,v,27,0,3,16,43,0 days 00:00:00.038683
400,vuelidate/vuelidate,3,@vuelidate/components@ test-project@ v,7,1,2,43,50,0 days 00:00:00.116188
401,baldurk/renderdoc,1,v,39,1,12,0,39,0 days 00:00:00.904683
402,linkedin/css-blocks,2, v,17,6,4,22,39,0 days 00:00:00.102757
403,xournalpp/xournalpp,2, v,2,0,1,13,15,0 days 00:00:00.417071
404,sindresorhus/caprine,2, v,70,11,0,43,113,0 days 00:00:00.059489
405,Squirrel/Squirrel.Windows,1,,17,5,6,48,65,0 days 00:00:00.055940
406,appleboy/gorush,2, v,16,6,7,15,31,0 days 00:00:00.194423
407,ValdikSS/GoodbyeDPI,1,,2,0,1,19,21,0 days 00:00:00.031128
408,GrenderG/Toasty,1,,5,0,3,14,19,0 days 00:00:00.029396
409,rancher/os,1,v,15,3,6,43,58,0 days 00:00:00.360220
410,BYVoid/OpenCC,1,ver.,4,0,3,18,22,0 days 00:00:00.057556
411,sebastianbergmann/environment,1,,11,0,1,27,38,0 days 00:00:00.070572
412,kpdecker/jsdiff,1,v,15,2,8,24,39,0 days 00:00:00.023845
413,the-benchmarker/web-frameworks,2, v,3,1,1,13,16,0 days 00:00:00.100652
414,conventional-changelog/standard-version,1,v,24,1,7,13,37,0 days 00:00:00.030286
415,apache/storm,2, v,11,0,9,26,37,0 days 00:00:00.821842
416,ramboxapp/community-edition,1,,7,2,3,36,43,0 days 00:00:00.071457
417,openwall/john,2, JOHN_,3,0,2,2,5,0 days 00:00:00.117017
418,isomorphic-git/isomorphic-git,1,v,96,4,0,238,334,0 days 00:00:00.224822
419,mde/ejs,1,v,0,0,0,45,45,0 days 00:00:00.326725
420,NanoHttpd/nanohttpd,3,nanohttpd-project- Release- v,7,0,3,5,12,0 days 00:00:00.036566
421,conventional-changelog/conventional-changelog,33,conventional-changelog-eslint@ conventional-changelog-v conventional-changelog-core-v gulp-conventional-changelog@ conventional-changelog-jshint@ conventional-changelog@ conventional-changelog-cli@ conventional-changelog-jquery@ conventional-changelog-core@ git-raw-commits@ standard-changelog@ conventional-recommended-bump-v conventional-commits-parser@ conventional-changelog-preset-loader@ git-semver-tags@ conventional-changelog-ember@ conventional-changelog-atom@ conventional-recommended-bump@ conventional-changelog-preset-loader-v conventional-changelog-express@ conventional-changelog-conventionalcommits-v conventional-commits-filter@ conventional-changelog-codemirror@ conventional-changelog-cli-v conventional-changelog-writer@ conventional-changelog-conventionalcommits@ conventional-changelog-angular@ git-raw-commits-v conventional-changelog-writer-v conventional-commits-parser-v v @marionebl/conventional-commits-parser@ conventional-changelog-angular-v,32,1,2,657,689,0 days 00:00:00.683652
422,getsentry/sentry-javascript,4, raven-node@ raven-js@ v,102,51,5,230,332,0 days 00:00:00.498729
423,weaveworks/weave,2,fast-datapath-preview- v,25,8,10,49,74,0 days 00:00:00.384090
424,dylanaraps/pywal,1,,17,8,2,65,82,0 days 00:00:00.078290
425,Radarr/Radarr,2, v,99,43,13,13,112,0 days 00:00:00.649592
426,ElectronNET/Electron.NET,2, v,0,0,0,14,14,0 days 00:00:00.046983
427,vmware-tanzu/velero,1,v,17,2,8,43,60,0 days 00:00:00.177037
428,simeji/jid,2, v,7,1,0,14,21,0 days 00:00:00.017745
429,graphql/express-graphql,1,v,12,0,6,31,43,0 days 00:00:00.049824
430,Uberi/speech_recognition,1,,16,0,5,29,45,0 days 00:00:00.029257
431,miekg/dns,1,v,2,0,1,64,66,0 days 00:00:00.187786
432,automl/auto-sklearn,3, v. v,12,2,6,21,33,0 days 00:00:00.294342
433,PrestaShop/PrestaShop,1,,30,16,4,83,113,0 days 00:00:04.302255
434,bookshelf/bookshelf,2, start-es,17,2,11,68,85,0 days 00:00:00.110036
435,benbjohnson/litestream,1,v,3,2,0,8,11,0 days 00:00:00.024011
436,concourse/concourse,1,v,134,104,4,81,215,0 days 00:00:01.554826
437,feross/simple-peer,1,v,50,9,6,71,121,0 days 00:00:00.090138
438,apache/incubator-shenyu,2, v,2,0,1,8,10,0 days 00:00:00.156802
439,Cyan4973/xxHash,2,r v,12,3,4,11,23,0 days 00:00:00.069734
440,NixOS/nix,1,,37,4,23,53,90,0 days 00:00:00.786924
441,elasticsearch-dump/elasticsearch-dump,2, v,113,12,2,137,250,0 days 00:00:00.165431
442,katspaugh/wavesurfer.js,2, v,26,1,7,105,131,0 days 00:00:00.104388
443,gitextensions/gitextensions,3, master_Net v,111,30,15,30,141,0 days 00:00:00.900076
444,symfony/translation,1,v,26,4,21,462,488,0 days 00:00:00.432473
445,arc298/instagram-scraper,2, v,11,0,0,68,79,0 days 00:00:00.038120
446,dotnetcore/FastGithub,1,,5,3,0,31,36,0 days 00:00:00.045789
447,PHPOffice/PHPWord,1,,12,3,7,8,20,0 days 00:00:00.098578
448,JanDeDobbeleer/oh-my-posh,1,v,350,6,0,383,733,0 days 00:00:00.779862
449,node-formidable/formidable,2, v,12,0,1,33,45,0 days 00:00:00.043862
450,maxogden/menubar,1,v,18,0,1,47,65,0 days 00:00:00.034910
451,eclipse/mosquitto,1,v,4,0,3,55,59,0 days 00:00:00.163247
452,jackocnr/intl-tel-input,2, v,62,17,5,262,324,0 days 00:00:00.228033
453,i18next/i18next,2, v,91,11,5,222,313,0 days 00:00:00.227020
454,doccano/doccano,1,v,8,2,3,19,27,0 days 00:00:00.233135
455,imgproxy/imgproxy,2,actionstest v,26,11,4,55,81,0 days 00:00:00.080214
456,pmndrs/use-gesture,6, V @use-gesture/core@ @use-gesture/react@ @use-gesture/vanilla@ v,9,0,4,111,120,0 days 00:00:00.258312
457,albertlauncher/albert,1,v,17,9,5,64,81,0 days 00:00:00.073310
458,hyperopt/hyperopt,1,,2,0,1,9,11,0 days 00:00:00.063906
459,99designs/aws-vault,1,v,34,6,9,32,66,0 days 00:00:00.073447
460,alteryx/featuretools,2,dev_v v,37,19,2,36,73,0 days 00:00:00.081623
461,dtm-labs/dtm,1,v,21,18,1,35,56,0 days 00:00:00.070966
462,JetBrains/Exposed,1,,8,1,2,78,86,0 days 00:00:00.099712
463,sebastianbergmann/global-state,1,,6,0,5,8,14,0 days 00:00:00.033318
464,AirtestProject/Airtest,1,v,2,0,1,17,19,0 days 00:00:00.042367
465,amoffat/sh,1,,34,9,4,17,51,0 days 00:00:00.188416
466,vanhauser-thc/thc-hydra,2, v,10,0,7,1,11,0 days 00:00:00.045080
467,tensorpack/tensorpack,3, doc-v v,12,5,4,27,39,0 days 00:00:00.517082
468,react-native-video/react-native-video,2, v,24,8,6,49,73,0 days 00:00:00.080174
469,techfort/LokiJS,1,v,3,0,2,33,36,0 days 00:00:00.097700
470,citusdata/citus,1,v,25,0,13,82,107,0 days 00:00:00.421891
471,StackExchange/blackbox,1,v,18,3,8,0,18,0 days 00:00:00.030035
472,yocontra/react-responsive,1,v,8,2,2,28,36,0 days 00:00:00.026877
473,kubernetes/client-go,2,kubernetes- v,38,1,16,330,368,0 days 00:00:00.442495
474,sebastianbergmann/recursion-context,1,,4,0,1,8,12,0 days 00:00:00.020383
475,RichardKnop/machinery,1,v,11,1,3,86,97,0 days 00:00:00.074757
476,sebastianbergmann/version,1,,3,0,0,9,12,0 days 00:00:00.011436
477,s3fs-fuse/s3fs-fuse,2,Pre-v v,18,0,13,1,19,0 days 00:00:00.097921
478,Zizaco/entrust,1,,10,1,4,8,18,0 days 00:00:00.026346
479,google/skia,3,pathkit/ canvaskit/ chrome/m,17,7,1,3,20,0 days 00:00:03.929159
480,medialize/URI.js,2,v. v,20,4,8,54,74,0 days 00:00:00.058441
481,jquery/sizzle,1,,11,0,7,43,54,0 days 00:00:00.065331
482,gitalk/gitalk,1,v,5,0,2,16,21,0 days 00:00:00.020056
483,go-resty/resty,1,v,34,5,10,7,41,0 days 00:00:00.035893
484,yagop/node-telegram-bot-api,1,v,26,5,4,13,39,0 days 00:00:00.043501
485,maxence-charriere/go-app,2, v,37,7,1,69,106,0 days 00:00:00.162534
486,DIYgod/APlayer,2, v,6,2,2,15,21,0 days 00:00:00.024250
487,shentao/vue-multiselect,2, v,5,1,1,20,25,0 days 00:00:00.029262
488,processing/processing,37,processing-0220- processing-0219- processing-0221- processing-0225- processing-0270- processing-0223- processing-0256- processing-0247- processing-0260- processing-0268- processing-0249- processing-0262- processing-0254- processing-0265- processing-0224- processing-0264- release- processing-0251- processing-0250- processing-0226- mobile- processing-0259- processing-0252- processing-0248- processing-0267- processing-0257- processing-0266- processing-0227- processing-0246- processing-0253- processing-0269- processing-0261- processing- processing-0218- processing-0258- processing-0255- processing-0263-,211,105,16,47,258,0 days 00:00:01.483750
489,golang/tools,2,gopls/v v,8,0,4,45,53,0 days 00:00:00.604969
490,jiaaro/pydub,1,v,17,0,9,19,36,0 days 00:00:00.042968
491,bpmn-io/bpmn-js,2, v,75,23,3,155,230,0 days 00:00:00.216359
492,stanfordnlp/stanza,2, v,6,0,5,7,13,0 days 00:00:00.111131
493,gruntwork-io/terratest,1,v,39,5,4,296,335,0 days 00:00:00.260647
494,thephpleague/oauth2-server,1,,25,3,10,72,97,0 days 00:00:00.234688
495,snipe/snipe-it,3, V v,30,12,13,130,160,0 days 00:00:00.792211
496,beanstalkd/beanstalkd,3,r dev v,24,5,9,13,37,0 days 00:00:00.047068
497,baskerville/bspwm,1,,9,4,1,15,24,0 days 00:00:00.067442
498,any86/any-rule,1,v,2,0,0,19,21,0 days 00:00:00.029227
499,dataarts/dat.gui,2, v,6,0,2,18,24,0 days 00:00:00.039618
500,software-mansion/react-native-reanimated,1,,23,5,2,19,42,0 days 00:00:00.088139
501,swaggo/swag,2,v. v,9,0,4,23,32,0 days 00:00:00.046300
502,redux-offline/redux-offline,2, v,7,0,4,9,16,0 days 00:00:00.032932
503,vernesong/OpenClash,1,v,5,0,0,7,12,0 days 00:00:00.028033
504,pocoproject/poco,2,pre-C++ pre-cpp,1,0,0,1,2,0 days 00:00:00.242675
505,Saul-Mirone/milkdown,29,@milkdown/plugin-slash@ @milkdown/theme-tokyo@ @milkdown/plugin-history@ @milkdown/ctx@ @milkdown/preset-commonmark@ @milkdown/vue@ @milkdown/plugin-listener@ @milkdown/plugin-collaborative@ @milkdown/plugin-clipboard@ @milkdown/transformer@ @milkdown/utils@ @milkdown/core@ @milkdown/plugin-upload@ @milkdown/react@ @milkdown/exception@ @milkdown/preset-gfm@ @milkdown/plugin-cursor@ @milkdown/plugin-diagram@ @milkdown/plugin-indent@ @milkdown/plugin-tooltip@ @milkdown/plugin-math@ @milkdown/theme-nord@ @milkdown/prose@ @milkdown/plugin-menu@ @milkdown/plugin-table@ @milkdown/plugin-emoji@ @milkdown/plugin-prism@ @milkdown/theme-pack-helper@ @milkdown/design-system@,20,15,0,1406,1426,0 days 00:00:02.165091
506,simonw/datasette,1,,55,31,6,39,94,0 days 00:00:00.138976
507,securego/gosec,2, v,16,2,8,8,24,0 days 00:00:00.171155
508,Graylog2/graylog2-server,1,,25,0,20,124,149,0 days 00:00:01.297999
509,faker-js/faker,1,v,22,8,7,26,48,0 days 00:00:00.340525
510,ArthurHub/Android-Image-Cropper,1,,9,2,6,23,32,0 days 00:00:00.033344
511,garris/BackstopJS,2, v,25,5,5,106,131,0 days 00:00:00.102658
512,fruitcake/laravel-cors,2,V v,16,0,4,33,49,0 days 00:00:00.031918
513,PaddlePaddle/Paddle-Lite,3, release/ v,15,4,7,6,21,0 days 00:00:00.430019
514,chrismaltby/gb-studio,2, v,6,3,2,6,12,0 days 00:00:00.185008
515,apache/jmeter,2,rel/v v,24,0,17,15,39,0 days 00:00:01.164513
516,electerious/Lychee,2, v,11,1,4,31,42,0 days 00:00:00.082058
517,centrifugal/centrifugo,1,v,24,5,8,57,81,0 days 00:00:00.080540
518,marshmallow-code/marshmallow,1,,48,14,9,77,125,0 days 00:00:00.282134
519,dylang/npm-check,2, v,12,1,0,33,45,0 days 00:00:00.025510
520,react-native-svg/react-native-svg,2, v,45,13,6,164,209,0 days 00:00:00.259533
521,belluzj/fantasque-sans,2, v,5,0,2,10,15,0 days 00:00:00.021135
522,sebastianbergmann/object-enumerator,1,,4,0,1,9,13,0 days 00:00:00.019172
523,sourcegraph/sourcegraph,2,customer-replica-v v,50,44,1,145,195,0 days 00:00:02.781576
524,lightningnetwork/lnd,9,kvdb/v cert/v tlv/v queue/v v healthcheck/v clock/v ticker/v tor/v,5,0,2,37,42,0 days 00:00:00.874573
525,QuantConnect/Lean,2, v,1917,18,4,10,1927,0 days 00:00:04.862936
526,pahen/madge,2, v,30,4,5,29,59,0 days 00:00:00.038573
527,sandstorm-io/sandstorm,1,v,293,152,0,0,293,0 days 00:00:00.731270
528,cupy/cupy,1,v,56,47,1,6,62,0 days 00:00:01.432487
529,GoAdminGroup/go-admin,2, v,9,2,0,76,85,0 days 00:00:00.106324
530,uber/cadence,1,v,22,10,6,55,77,0 days 00:00:00.329076
531,qemu/qemu,2,release_ v,48,2,42,86,134,0 days 00:00:05.838296
532,facebookresearch/pytorch3d,1,v,6,0,4,4,10,0 days 00:00:00.050796
533,xonsh/xonsh,1,,12,1,10,100,112,0 days 00:00:00.505606
534,nodejs/http-parser,1,v,14,0,10,12,26,0 days 00:00:00.203342
535,os-js/OS.js,4, alpha- alpha v,85,72,2,28,113,0 days 00:00:00.263046
536,jspreadsheet/ce,2, v,7,0,5,17,24,0 days 00:00:00.039862
537,jenssegers/laravel-mongodb,2, v,19,3,7,91,110,0 days 00:00:00.097453
538,edenhill/librdkafka,7, ar_test_ confluent-debian-v test-monic-incl test-tag-arm v confluent-debian-,18,0,11,35,53,0 days 00:00:00.215276
539,gsoft-inc/craco,1,v,32,6,1,27,59,0 days 00:00:00.040572
540,testcontainers/testcontainers-java,4, testcontainers- tes-containers- test-containers-,19,2,12,63,82,0 days 00:00:00.226768
541,tindy2013/subconverter,1,v,7,3,2,28,35,0 days 00:00:00.045646
542,aws/aws-sam-cli,1,v,96,44,0,36,132,0 days 00:00:00.145374
